MAWB,Carrier_Code,Departure_Year_Month,Export_Main_Office_Company,Export_Main_Office_Branch,Carrier_Service_Level,Trade_Lane_A2A,Departure_Airport_Location,Destination_Airport_Location,Service_Type,Vertical,Commodity,Interline_Shipment,Chargeable_Weight,Handling_Notes
MAWB148396,DL,2025-05,SG,SGSIN,DIM,SIN-AMS,SIN,AMS,EXP,Retail,Consumer Electronics,N,4390.7,Customs hold at destination - awaiting clearance
MAWB148397,EK,2025-04,DE,DEFRA,ECO,FRA-JFK,FRA,JFK,GEN,Aerospace,Avionics,N,1576.8,No issues reported
MAWB148398,EK,2025-11,FR,FRCDG,DGR,CDG-LAX,CDG,LAX,EXP,Automotive,Tyres,N,2779.8,
MAWB148399,UA,2025-03,GB,GBBHX,GEN,BHX-LAX,BHX,LAX,GEN,Aerospace,Maintenance Kits,N,51.5,
MAWB148400,AF,2025-01,DE,DEFRA,XPS,FRA-SIN,FRA,SIN,GEN,Retail,Clothing,N,2077.4,Flight cancelled - retail shipment rebooked on next available service
MAWB148401,DL,2025-08,AE,AEDXB,PRM,DXB-ORD,DXB,ORD,EXP,Perishables,Vegetables,Y,861.2,Standard handling completed
MAWB148402,EK,2025-02,GB,GBBHX,DIM,BHX-CDG,BHX,CDG,DGR,Retail,Clothing,Y,3571.2,Shipment processed normally
MAWB148403,SQ,2025-12,FR,FRCDG,DIM,CDG-ATL,CDG,ATL,EXP,Aerospace,Aircraft Parts,N,1144.4,Standard handling completed
MAWB148404,SQ,2025-11,GB,GBBHX,GEN,BHX-ICN,BHX,ICN,EXP,Automotive,Gearboxes,Y,3757,Dangerous goods paperwork incorrect
MAWB148405,BA,2025-11,GB,GBBRS,GEN,BRS-ATL,BRS,ATL,DGR,Perishables,Fruit,Y,1600.1,Temperature excursion reported for pharma cargo
MAWB148406,CX,2025-04,GB,GBBHX,GEN,BHX-SYD,BHX,SYD,DGR,Aerospace,Avionics,N,4632.9,Shipment processed normally
MAWB148407,UA,2025-01,GB,GBLHR,XPS,LHR-DEL,LHR,DEL,GEN,Aerospace,Avionics,Y,2254.8,
MAWB148408,UA,2025-10,US,USATL,ECO,ATL-PVG,ATL,PVG,DGR,Retail,Footwear,Y,4205.6,"Cargo arrived late at warehouse, truck delay"
MAWB148409,EK,2025-08,US,USATL,ECO,ATL-DEL,ATL,DEL,EXP,Retail,Clothing,N,3159.4,
MAWB148410,LH,2025-09,US,USATL,ECO,ATL-BKK,ATL,BKK,EXP,Pharma,Medical Devices,N,4888.1,
MAWB148411,DL,2025-02,SG,SGSIN,XPS,SIN-ORD,SIN,ORD,GEN,Aerospace,Aircraft Parts,N,3726.5,No issues reported
MAWB148412,BA,2025-02,US,USATL,DIM,ATL-DXB,ATL,DXB,GEN,Perishables,Vegetables,Y,3652.1,Standard handling completed
MAWB148413,UA,2025-03,GB,GBMAN,PRM,MAN-SIN,MAN,SIN,GEN,Pharma,Medical Devices,Y,1361.1,No issues reported
MAWB148414,DL,2025-12,GB,GBBHX,PRM,BHX-JNB,BHX,JNB,DGR,Retail,Footwear,N,2549.1,Shipment moved as planned
MAWB148415,UA,2025-03,AE,AEDXB,DGR,DXB-ICN,DXB,ICN,GEN,Automotive,Tyres,N,1486.1,
MAWB148416,EK,2025-06,GB,GBLHR,XPS,LHR-AMS,LHR,AMS,EXP,Perishables,Fruit,Y,145.5,No issues reported
MAWB148417,AF,2025-12,DE,DEFRA,PRM,FRA-GRU,FRA,GRU,EXP,Perishables,Fish,Y,3567.4,
MAWB148418,CX,2025-02,SG,SGSIN,DGR,SIN-CDG,SIN,CDG,DGR,Pharma,Vaccines,N,1217.4,
MAWB148419,AF,2025-08,US,USATL,XPS,ATL-LHR,ATL,LHR,EXP,Retail,Clothing,Y,2016.8,FWB docs missing - reissued before departure
MAWB148420,CX,2025-09,GB,GBBRS,DGR,BRS-ORD,BRS,ORD,GEN,Perishables,Vegetables,N,1459,Shipment moved as planned
MAWB148421,SQ,2025-07,GB,GBBRS,GEN,BRS-AMS,BRS,AMS,EXP,Perishables,Vegetables,Y,1038.2,Cargo built-up incorrectly - rebuilt to maintain cold chain integrity
MAWB148422,LH,2025-10,GB,GBBRS,ECO,BRS-AMS,BRS,AMS,GEN,Perishables,Vegetables,N,382.2,Shipment processed normally
MAWB148423,LH,2025-02,GB,GBLHR,GEN,LHR-AMS,LHR,AMS,EXP,Pharma,Medical Devices,N,1722.6,Security screening issue / additional xray required
MAWB148424,EK,2025-06,GB,GBBHX,GEN,BHX-NRT,BHX,NRT,EXP,Pharma,Laboratory Samples,Y,454.6,Shipment moved as planned
MAWB148425,SQ,2025-03,AE,AEDXB,DIM,DXB-DEL,DXB,DEL,GEN,Pharma,Vaccines,Y,2724.6,
MAWB148426,UA,2025-10,NL,NLAMS,DGR,AMS-LHR,AMS,LHR,EXP,Aerospace,Maintenance Kits,N,147.1,Shipment processed normally
MAWB148427,AF,2025-01,SG,SGSIN,XPS,SIN-JFK,SIN,JFK,GEN,Retail,Homeware,Y,4703.1,Customs clearance delayed - missing CE certification for electronics
MAWB148428,BA,2025-06,AE,AEDXB,ECO,DXB-PVG,DXB,PVG,GEN,Pharma,Vaccines,Y,4834.1,Shipment moved as planned
MAWB148429,EK,2025-01,GB,GBBHX,ECO,BHX-DXB,BHX,DXB,EXP,Perishables,Flowers,N,1558,
MAWB148430,EK,2025-02,DE,DEFRA,DGR,FRA-GRU,FRA,GRU,GEN,Retail,Consumer Electronics,Y,1338,Origin customs delay - certificate of conformity missing for electronics
MAWB148431,AF,2025-04,NL,NLAMS,DIM,AMS-SYD,AMS,SYD,GEN,Pharma,Vaccines,N,566.8,Standard handling completed
MAWB148432,UA,2025-07,DE,DEFRA,DIM,FRA-MEX,FRA,MEX,EXP,Perishables,Vegetables,Y,4529.3,Shipment moved as planned
MAWB148433,CX,2025-05,GB,GBLHR,XPS,LHR-FRA,LHR,FRA,DGR,Retail,Homeware,Y,2955,Standard handling completed
MAWB148434,CX,2025-10,AE,AEDXB,DGR,DXB-AMS,DXB,AMS,GEN,Aerospace,Avionics,Y,3070.1,Customer requested delivery change after ARR
MAWB148435,UA,2025-10,GB,GBMAN,DIM,MAN-LAX,MAN,LAX,EXP,Automotive,Tyres,N,4484.5,Security screening issue / additional xray required
MAWB148436,CX,2025-04,DE,DEFRA,DIM,FRA-ATL,FRA,ATL,EXP,Pharma,Insulin,Y,4558.4,LAT milestone delayed because truck arrived late
MAWB148437,LH,2025-11,US,USATL,XPS,ATL-LHR,ATL,LHR,DGR,Aerospace,Maintenance Kits,N,4150.3,
MAWB148438,AF,2025-08,FR,FRCDG,XPS,CDG-MEX,CDG,MEX,EXP,Perishables,Fruit,N,3878.5,No issues reported
MAWB148439,CX,2025-12,GB,GBBRS,PRM,BRS-LHR,BRS,LHR,EXP,Aerospace,Avionics,N,4392.3,
MAWB148440,SQ,2025-06,GB,GBBHX,DGR,BHX-SYD,BHX,SYD,GEN,Pharma,Insulin,N,4386.1,
MAWB148441,SQ,2025-04,FR,FRCDG,XPS,CDG-SIN,CDG,SIN,EXP,Automotive,Tyres,N,1874.8,Import customs inspection triggered - automotive components under review
MAWB148442,DL,2025-07,AE,AEDXB,DGR,DXB-JFK,DXB,JFK,EXP,Retail,Clothing,Y,4868.3,"Cargo arrived late at warehouse, truck delay"
MAWB148443,AF,2025-01,FR,FRCDG,PRM,CDG-HKG,CDG,HKG,GEN,Aerospace,Avionics,N,3560.2,Shipment moved as planned
MAWB148444,LH,2025-05,GB,GBBHX,PRM,BHX-FRA,BHX,FRA,GEN,Retail,Footwear,Y,1882.5,Standard handling completed
MAWB148445,EK,2025-01,NL,NLAMS,DGR,AMS-LHR,AMS,LHR,GEN,Perishables,Flowers,Y,2238.1,Shipment moved as planned
MAWB148446,SQ,2025-09,GB,GBBHX,GEN,BHX-JFK,BHX,JFK,DGR,Pharma,Vaccines,N,3451.3,Shipment moved as planned
MAWB148447,BA,2025-11,GB,GBMAN,GEN,MAN-PVG,MAN,PVG,GEN,Retail,Homeware,N,1837.4,Shipment moved as planned
MAWB148448,AF,2025-02,GB,GBBHX,PRM,BHX-DEL,BHX,DEL,DGR,Automotive,Gearboxes,N,4141.5,Standard handling completed
MAWB148449,EK,2025-12,FR,FRCDG,DGR,CDG-NRT,CDG,NRT,DGR,Pharma,Medical Devices,Y,782.9,
MAWB148450,CX,2025-05,GB,GBBHX,DGR,BHX-JNB,BHX,JNB,EXP,Aerospace,Turbine Components,N,4542.6,Flight delay due to weather at origin
MAWB148451,BA,2025-04,FR,FRCDG,DIM,CDG-ICN,CDG,ICN,DGR,Pharma,Medical Devices,N,1540.9,Dangerous goods paperwork incorrect
MAWB148452,BA,2025-06,AE,AEDXB,XPS,DXB-BKK,DXB,BKK,DGR,Aerospace,Maintenance Kits,Y,805.9,Security screening issue / additional xray required
MAWB148453,LH,2025-11,GB,GBBHX,DGR,BHX-BKK,BHX,BKK,GEN,Aerospace,Avionics,Y,4297.2,No issues reported
MAWB148454,LH,2025-11,FR,FRCDG,PRM,CDG-BKK,CDG,BKK,DGR,Retail,Homeware,N,1235.3,
MAWB148455,LH,2025-03,GB,GBLHR,DIM,LHR-ATL,LHR,ATL,DGR,Pharma,Medical Devices,Y,4224.8,Shipper delayed vaccine handover - missed cut-off time
MAWB148456,EK,2025-11,GB,GBLHR,ECO,LHR-LAX,LHR,LAX,EXP,Automotive,Tyres,Y,1516.5,
MAWB148457,BA,2025-12,AE,AEDXB,GEN,DXB-LHR,DXB,LHR,DGR,Automotive,Engine Components,Y,4672.6,Offloaded due to capacity constraints - moved to next flight
MAWB148458,UA,2025-07,GB,GBMAN,ECO,MAN-CDG,MAN,CDG,DGR,Retail,Consumer Electronics,N,1134.4,Incorrect AWB details corrected before departure
MAWB148459,AF,2025-05,GB,GBBHX,ECO,BHX-NRT,BHX,NRT,EXP,Pharma,Insulin,N,394.8,Shipment processed normally
MAWB148460,EK,2025-05,GB,GBBHX,DIM,BHX-LAX,BHX,LAX,GEN,Perishables,Fruit,Y,4685.8,
MAWB148461,BA,2025-07,GB,GBBRS,PRM,BRS-MEX,BRS,MEX,EXP,Perishables,Fish,N,869.8,No issues reported
MAWB148462,CX,2025-10,GB,GBBRS,ECO,BRS-PVG,BRS,PVG,GEN,Automotive,Engine Components,Y,4723.5,Standard handling completed
MAWB148463,BA,2025-05,GB,GBLHR,XPS,LHR-DXB,LHR,DXB,DGR,Pharma,Vaccines,Y,4128.7,Standard handling completed
MAWB148464,EK,2025-08,GB,GBBHX,PRM,BHX-DXB,BHX,DXB,DGR,Aerospace,Maintenance Kits,Y,455.5,
MAWB148465,CX,2025-03,GB,GBMAN,XPS,MAN-LAX,MAN,LAX,DGR,Automotive,Gearboxes,Y,2253.4,No issues reported
MAWB148466,SQ,2025-07,GB,GBLHR,DGR,LHR-JNB,LHR,JNB,EXP,Aerospace,Avionics,N,413.3,No issues reported
MAWB148467,DL,2025-08,FR,FRCDG,PRM,CDG-DEL,CDG,DEL,EXP,Aerospace,Aircraft Parts,Y,1682.4,FWB docs missing - reissued before departure
MAWB148468,EK,2025-01,AE,AEDXB,DGR,DXB-SIN,DXB,SIN,EXP,Pharma,Laboratory Samples,N,1789.9,RCF milestone not updated on time
MAWB148469,BA,2025-04,DE,DEFRA,ECO,FRA-SIN,FRA,SIN,DGR,Perishables,Flowers,Y,3018.2,Shipment moved as planned
MAWB148470,EK,2025-06,DE,DEFRA,XPS,FRA-AMS,FRA,AMS,GEN,Aerospace,Maintenance Kits,N,4880.7,Shipment moved as planned
MAWB148471,UA,2025-07,GB,GBBHX,DGR,BHX-FRA,BHX,FRA,DGR,Automotive,Tyres,N,890.3,Shipment processed normally
MAWB148472,LH,2025-05,GB,GBMAN,PRM,MAN-MEX,MAN,MEX,GEN,Aerospace,Avionics,N,1679.3,Security screening issue / additional xray required
MAWB148473,DL,2025-04,GB,GBMAN,DGR,MAN-SYD,MAN,SYD,GEN,Pharma,Laboratory Samples,Y,2956.2,Shipment processed normally
MAWB148474,AF,2025-10,AE,AEDXB,DIM,DXB-GRU,DXB,GRU,DGR,Automotive,Car Parts,Y,898.5,Incorrect HS code on invoice for gearboxes - amended before departure
MAWB148475,SQ,2025-10,FR,FRCDG,XPS,CDG-DXB,CDG,DXB,DGR,Automotive,Engine Components,Y,3568,
MAWB148476,BA,2025-10,NL,NLAMS,GEN,AMS-PVG,AMS,PVG,DGR,Automotive,Gearboxes,Y,2048.1,Standard handling completed
MAWB148477,SQ,2025-11,GB,GBBRS,PRM,BRS-PVG,BRS,PVG,DGR,Perishables,Fruit,Y,4750.4,Customer requested delivery change after ARR
MAWB148478,CX,2025-04,GB,GBBRS,DIM,BRS-SIN,BRS,SIN,EXP,Aerospace,Aircraft Parts,Y,3167.9,Shipment processed normally
MAWB148479,UA,2025-04,NL,NLAMS,DIM,AMS-JFK,AMS,JFK,EXP,Aerospace,Turbine Components,Y,1847.2,LAT milestone delayed because truck arrived late
MAWB148480,DL,2025-06,GB,GBLHR,GEN,LHR-JFK,LHR,JFK,GEN,Perishables,Vegetables,Y,3611.4,Export clearance delayed - CITES permit required for protected plant species
MAWB148481,CX,2025-01,AE,AEDXB,ECO,DXB-JFK,DXB,JFK,EXP,Aerospace,Avionics,N,4201.8,
MAWB148482,SQ,2025-10,DE,DEFRA,DIM,FRA-CDG,FRA,CDG,GEN,Retail,Consumer Electronics,N,4012.4,Shipment processed normally
MAWB148483,AF,2025-03,NL,NLAMS,XPS,AMS-LHR,AMS,LHR,EXP,Perishables,Fish,N,1350.7,
MAWB148484,CX,2025-10,GB,GBMAN,GEN,MAN-MEX,MAN,MEX,DGR,Perishables,Fish,N,2114.1,
MAWB148485,AF,2025-04,SG,SGSIN,ECO,SIN-ICN,SIN,ICN,GEN,Aerospace,Maintenance Kits,Y,2288.3,Shipment processed normally
MAWB148486,AF,2025-04,GB,GBBHX,PRM,BHX-HKG,BHX,HKG,DGR,Aerospace,Aircraft Parts,N,1972.5,Shipment processed normally
MAWB148487,AF,2025-12,GB,GBBHX,XPS,BHX-BKK,BHX,BKK,EXP,Automotive,Gearboxes,Y,1588.8,
MAWB148488,BA,2025-06,SG,SGSIN,DIM,SIN-SYD,SIN,SYD,EXP,Aerospace,Aircraft Parts,Y,3776.1,No issues reported
MAWB148489,EK,2025-10,GB,GBBHX,ECO,BHX-NRT,BHX,NRT,EXP,Perishables,Fruit,Y,110.5,Shipment processed normally
MAWB148490,SQ,2025-02,GB,GBBRS,GEN,BRS-GRU,BRS,GRU,EXP,Aerospace,Maintenance Kits,N,1503,Shipment moved as planned
MAWB148491,SQ,2025-09,DE,DEFRA,GEN,FRA-GRU,FRA,GRU,GEN,Automotive,Engine Components,N,751,
MAWB148492,AF,2025-03,GB,GBLHR,PRM,LHR-ICN,LHR,ICN,GEN,Retail,Consumer Electronics,Y,687.4,Minor damage to outer packaging noted on arrival
MAWB148493,LH,2025-08,FR,FRCDG,DIM,CDG-ORD,CDG,ORD,DGR,Aerospace,Turbine Components,Y,1420.9,Shipment moved as planned
MAWB148494,SQ,2025-12,US,USATL,DIM,ATL-ORD,ATL,ORD,GEN,Retail,Homeware,N,3822.7,Retail cargo missed connecting flight - expedited rebooking during peak
MAWB148495,SQ,2025-11,DE,DEFRA,ECO,FRA-SIN,FRA,SIN,DGR,Retail,Consumer Electronics,Y,4848.6,
MAWB148496,BA,2025-08,DE,DEFRA,PRM,FRA-ICN,FRA,ICN,DGR,Perishables,Fruit,N,2597.4,Shipment moved as planned
MAWB148497,DL,2025-01,GB,GBBRS,DIM,BRS-BKK,BRS,BKK,GEN,Retail,Clothing,N,1727.9,Shipment moved as planned
MAWB148498,BA,2025-06,US,USATL,DGR,ATL-ORD,ATL,ORD,EXP,Aerospace,Maintenance Kits,Y,4154.4,Customs hold at destination - awaiting clearance
MAWB148499,UA,2025-11,GB,GBLHR,ECO,LHR-NRT,LHR,NRT,GEN,Retail,Clothing,N,382.2,Shipment processed normally
MAWB148500,BA,2025-04,GB,GBBRS,DIM,BRS-ICN,BRS,ICN,EXP,Pharma,Insulin,N,511.2,GDP documentation incomplete - shipper certificate of origin missing
MAWB148501,EK,2025-12,GB,GBBRS,DIM,BRS-DEL,BRS,DEL,DGR,Aerospace,Turbine Components,N,1759.6,Shipment moved as planned
MAWB148502,AF,2025-05,GB,GBMAN,PRM,MAN-HKG,MAN,HKG,EXP,Pharma,Insulin,Y,2269.6,Standard handling completed
MAWB148503,SQ,2025-04,SG,SGSIN,PRM,SIN-ICN,SIN,ICN,GEN,Pharma,Medical Devices,N,3999.3,Weight discrepancy found at acceptance - reweigh of pharmaceutical cargo completed
MAWB148504,BA,2025-06,DE,DEFRA,PRM,FRA-BKK,FRA,BKK,DGR,Pharma,Medical Devices,N,4630.1,Warehouse handling delay - build up completed late
MAWB148505,UA,2025-02,NL,NLAMS,DGR,AMS-BKK,AMS,BKK,GEN,Retail,Homeware,N,2679.8,Import customs inspection triggered - consumer electronics under review
MAWB148506,LH,2025-11,FR,FRCDG,DGR,CDG-AMS,CDG,AMS,GEN,Automotive,Tyres,N,2503.4,No issues reported
MAWB148507,DL,2025-08,AE,AEDXB,GEN,DXB-NRT,DXB,NRT,GEN,Retail,Footwear,N,1104.4,
MAWB148508,UA,2025-04,SG,SGSIN,XPS,SIN-NRT,SIN,NRT,EXP,Automotive,Tyres,Y,2283.3,Shipment processed normally
MAWB148509,SQ,2025-10,GB,GBBHX,XPS,BHX-GRU,BHX,GRU,GEN,Retail,Clothing,Y,4622,
MAWB148510,UA,2025-01,GB,GBLHR,DIM,LHR-LAX,LHR,LAX,GEN,Retail,Homeware,Y,1994.9,Standard handling completed
MAWB148511,BA,2025-11,DE,DEFRA,XPS,FRA-HKG,FRA,HKG,EXP,Aerospace,Aircraft Parts,Y,1092.9,Shipment processed normally
MAWB148512,BA,2025-08,SG,SGSIN,DIM,SIN-SYD,SIN,SYD,DGR,Aerospace,Aircraft Parts,Y,1719.6,Shipment processed normally
MAWB148513,EK,2025-08,NL,NLAMS,DGR,AMS-FRA,AMS,FRA,GEN,Perishables,Fish,Y,2597.2,
MAWB148514,BA,2025-08,AE,AEDXB,XPS,DXB-SIN,DXB,SIN,EXP,Perishables,Fish,N,3013,No issues reported
MAWB148515,SQ,2025-05,SG,SGSIN,DGR,SIN-DXB,SIN,DXB,EXP,Retail,Consumer Electronics,N,2190.5,
MAWB148516,AF,2025-09,GB,GBLHR,PRM,LHR-PVG,LHR,PVG,EXP,Pharma,Medical Devices,Y,3804.8,Shipment processed normally
MAWB148517,CX,2025-04,NL,NLAMS,DGR,AMS-ATL,AMS,ATL,GEN,Retail,Homeware,N,2943,
MAWB148518,SQ,2025-10,SG,SGSIN,PRM,SIN-JNB,SIN,JNB,EXP,Aerospace,Turbine Components,N,3342,Standard handling completed
MAWB148519,EK,2025-12,AE,AEDXB,PRM,DXB-LAX,DXB,LAX,GEN,Perishables,Fish,N,4321.4,Shipment processed normally
MAWB148520,EK,2025-04,US,USATL,XPS,ATL-DEL,ATL,DEL,EXP,Automotive,Gearboxes,Y,4335.2,
MAWB148521,CX,2025-08,US,USATL,PRM,ATL-LHR,ATL,LHR,GEN,Aerospace,Turbine Components,N,1057.4,Shipment moved as planned
MAWB148522,AF,2025-04,GB,GBBHX,XPS,BHX-CDG,BHX,CDG,DGR,Retail,Footwear,N,3135.6,Shipment processed normally
MAWB148523,EK,2025-08,SG,SGSIN,DGR,SIN-LAX,SIN,LAX,DGR,Aerospace,Maintenance Kits,Y,3597.4,Standard handling completed
MAWB148524,CX,2025-03,AE,AEDXB,DIM,DXB-ICN,DXB,ICN,DGR,Retail,Clothing,Y,772,Shipment moved as planned
MAWB148525,EK,2025-09,US,USATL,XPS,ATL-GRU,ATL,GRU,EXP,Perishables,Flowers,Y,4221.7,Shipment moved as planned
MAWB148526,BA,2025-04,GB,GBBRS,PRM,BRS-ICN,BRS,ICN,EXP,Automotive,Gearboxes,Y,943.3,Standard handling completed
MAWB148527,SQ,2025-06,DE,DEFRA,GEN,FRA-ATL,FRA,ATL,EXP,Aerospace,Turbine Components,N,4006.4,Offloaded due to capacity constraints - moved to next flight
MAWB148528,AF,2025-10,DE,DEFRA,ECO,FRA-AMS,FRA,AMS,GEN,Automotive,Engine Components,N,849.3,No issues reported
MAWB148529,UA,2025-02,GB,GBBRS,GEN,BRS-SYD,BRS,SYD,GEN,Pharma,Vaccines,N,3721.8,Consignee requested re-delivery - cold chain integrity confirmed
MAWB148530,CX,2025-05,GB,GBLHR,ECO,LHR-ATL,LHR,ATL,GEN,Pharma,Medical Devices,N,783.3,
MAWB148531,CX,2025-11,NL,NLAMS,GEN,AMS-JNB,AMS,JNB,DGR,Aerospace,Turbine Components,Y,1925.2,No issues reported
MAWB148532,AF,2025-12,DE,DEFRA,DIM,FRA-CDG,FRA,CDG,DGR,Retail,Clothing,Y,760.4,
MAWB148533,AF,2025-03,FR,FRCDG,DIM,CDG-ORD,CDG,ORD,DGR,Aerospace,Turbine Components,Y,1390,No issues reported
MAWB148534,CX,2025-02,US,USATL,XPS,ATL-GRU,ATL,GRU,DGR,Pharma,Laboratory Samples,N,4923.3,
MAWB148535,BA,2025-09,GB,GBMAN,XPS,MAN-ATL,MAN,ATL,EXP,Retail,Homeware,N,583,
MAWB148536,SQ,2025-04,FR,FRCDG,PRM,CDG-DXB,CDG,DXB,DGR,Retail,Clothing,Y,2062,
MAWB148537,CX,2025-03,US,USATL,ECO,ATL-SIN,ATL,SIN,EXP,Retail,Homeware,Y,3400.8,Shipment moved as planned
MAWB148538,CX,2025-06,GB,GBBHX,ECO,BHX-AMS,BHX,AMS,DGR,Perishables,Fish,N,518.3,No issues reported
MAWB148539,EK,2025-09,AE,AEDXB,GEN,DXB-PVG,DXB,PVG,GEN,Pharma,Laboratory Samples,Y,589.7,Shipment moved as planned
MAWB148540,DL,2025-04,GB,GBMAN,PRM,MAN-LAX,MAN,LAX,EXP,Perishables,Fish,N,759.2,
MAWB148541,CX,2025-03,AE,AEDXB,DIM,DXB-JNB,DXB,JNB,GEN,Automotive,Gearboxes,N,3242.7,Shipment moved as planned
MAWB148542,LH,2025-12,AE,AEDXB,DGR,DXB-HKG,DXB,HKG,DGR,Automotive,Car Parts,Y,4551.2,No issues reported
MAWB148543,CX,2025-08,DE,DEFRA,DGR,FRA-LHR,FRA,LHR,DGR,Perishables,Fruit,Y,4138.6,No issues reported
MAWB148544,DL,2025-05,SG,SGSIN,XPS,SIN-ICN,SIN,ICN,EXP,Perishables,Vegetables,N,4916.1,Shipment processed normally
MAWB148545,BA,2025-01,GB,GBBHX,DIM,BHX-DEL,BHX,DEL,DGR,Retail,Consumer Electronics,Y,2911.8,
MAWB148546,EK,2025-12,GB,GBBRS,DIM,BRS-LHR,BRS,LHR,DGR,Retail,Consumer Electronics,Y,4809.3,Shipment processed normally
MAWB148547,LH,2025-10,FR,FRCDG,XPS,CDG-JFK,CDG,JFK,GEN,Automotive,Car Parts,Y,1559.4,No issues reported
MAWB148548,SQ,2025-05,SG,SGSIN,XPS,SIN-JFK,SIN,JFK,DGR,Perishables,Fruit,N,2136.4,Offloaded due to capacity constraints - moved to next flight
MAWB148549,LH,2025-03,GB,GBLHR,DGR,LHR-MEX,LHR,MEX,DGR,Pharma,Insulin,N,2010.4,
MAWB148550,BA,2025-12,US,USATL,PRM,ATL-DEL,ATL,DEL,EXP,Pharma,Medical Devices,Y,284.4,
MAWB148551,DL,2025-06,SG,SGSIN,PRM,SIN-HKG,SIN,HKG,DGR,Perishables,Vegetables,N,4157,Shipment moved as planned
MAWB148552,DL,2025-07,GB,GBBRS,XPS,BRS-AMS,BRS,AMS,GEN,Automotive,Engine Components,Y,172.4,
MAWB148553,CX,2025-01,AE,AEDXB,DGR,DXB-ORD,DXB,ORD,EXP,Automotive,Engine Components,N,3662.9,Shipment processed normally
MAWB148554,CX,2025-09,GB,GBMAN,GEN,MAN-NRT,MAN,NRT,EXP,Automotive,Car Parts,N,2065,
MAWB148555,EK,2025-07,GB,GBBHX,XPS,BHX-JFK,BHX,JFK,DGR,Aerospace,Avionics,N,80.9,No issues reported
MAWB148556,EK,2025-11,GB,GBBHX,XPS,BHX-SYD,BHX,SYD,DGR,Automotive,Engine Components,Y,1485.2,No issues reported
MAWB148557,AF,2025-12,GB,GBBHX,ECO,BHX-SIN,BHX,SIN,DGR,Pharma,Insulin,Y,1763.3,Temperature excursion reported for pharma cargo
MAWB148558,SQ,2025-07,GB,GBLHR,XPS,LHR-HKG,LHR,HKG,DGR,Aerospace,Maintenance Kits,N,4825.3,Standard handling completed
MAWB148559,AF,2025-01,DE,DEFRA,DIM,FRA-ICN,FRA,ICN,DGR,Aerospace,Avionics,N,3322.3,Standard handling completed
MAWB148560,CX,2025-11,AE,AEDXB,DIM,DXB-SIN,DXB,SIN,EXP,Aerospace,Turbine Components,N,2740.7,No issues reported
MAWB148561,AF,2025-05,AE,AEDXB,GEN,DXB-JNB,DXB,JNB,GEN,Aerospace,Turbine Components,Y,678.9,Shipment moved as planned
MAWB148562,AF,2025-08,US,USATL,PRM,ATL-GRU,ATL,GRU,GEN,Pharma,Insulin,N,1986,
MAWB148563,LH,2025-10,GB,GBLHR,PRM,LHR-GRU,LHR,GRU,DGR,Automotive,Gearboxes,N,227,Shipment moved as planned
MAWB148564,UA,2025-12,SG,SGSIN,DIM,SIN-CDG,SIN,CDG,DGR,Aerospace,Avionics,Y,3820.3,Flight delay due to weather at origin
MAWB148565,AF,2025-05,GB,GBBHX,PRM,BHX-JFK,BHX,JFK,GEN,Retail,Footwear,N,855.7,Warehouse handling delay - build up completed late
MAWB148566,SQ,2025-12,AE,AEDXB,XPS,DXB-LAX,DXB,LAX,DGR,Perishables,Vegetables,N,2992.5,Shipment moved as planned
MAWB148567,EK,2025-02,AE,AEDXB,GEN,DXB-HKG,DXB,HKG,DGR,Pharma,Vaccines,N,3512,No issues reported
MAWB148568,SQ,2025-03,GB,GBMAN,PRM,MAN-SIN,MAN,SIN,EXP,Retail,Footwear,N,1864.2,Connection missed - consumer goods held at hub pending next available service
MAWB148569,LH,2025-08,GB,GBBRS,DIM,BRS-ICN,BRS,ICN,GEN,Perishables,Vegetables,N,3181.3,Standard handling completed
MAWB148570,AF,2025-08,GB,GBBHX,ECO,BHX-JNB,BHX,JNB,GEN,Automotive,Gearboxes,Y,3833,Standard handling completed
MAWB148571,EK,2025-07,FR,FRCDG,GEN,CDG-PVG,CDG,PVG,DGR,Pharma,Vaccines,Y,961.4,Shipment moved as planned
MAWB148572,AF,2025-09,FR,FRCDG,PRM,CDG-PVG,CDG,PVG,DGR,Perishables,Fish,Y,3024.3,Standard handling completed
MAWB148573,AF,2025-05,GB,GBMAN,PRM,MAN-MEX,MAN,MEX,DGR,Perishables,Fish,Y,3682.7,Dangerous goods paperwork incorrect
MAWB148574,EK,2025-12,GB,GBBHX,DGR,BHX-DEL,BHX,DEL,GEN,Aerospace,Avionics,N,1817.4,Standard handling completed
MAWB148575,UA,2025-08,NL,NLAMS,XPS,AMS-DXB,AMS,DXB,DGR,Pharma,Insulin,N,854.3,No issues reported
MAWB148576,UA,2025-10,US,USATL,PRM,ATL-ORD,ATL,ORD,EXP,Automotive,Car Parts,Y,1466.3,Tight connection not protected - car parts held at transit hub
MAWB148577,BA,2025-01,GB,GBBHX,DIM,BHX-AMS,BHX,AMS,DGR,Pharma,Vaccines,Y,4668.7,Health certificate expired - replacement obtained before departure
MAWB148578,UA,2025-07,DE,DEFRA,DGR,FRA-SYD,FRA,SYD,DGR,Pharma,Medical Devices,Y,1819.4,Overland transport delay impacted RCS cut-off for pharma shipment
MAWB148579,AF,2025-11,GB,GBMAN,PRM,MAN-SIN,MAN,SIN,EXP,Retail,Footwear,N,583.1,No issues reported
